Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
IMG/robocam_2018_02_19_17_06_32_877.jpg;0;0;1;0;99.66999;85.58897;0.0002320645;56.34417;1.673441E-06
IMG/robocam_2018_02_19_17_06_32_939.jpg;0;0;0;0;99.66999;85.58897;0.0002320182;56.34417;1.826671E-06
IMG/robocam_2018_02_19_17_06_32_997.jpg;0;0;0;0;99.66999;85.58897;0.0002319718;56.34417;1.979895E-06
IMG/robocam_2018_02_19_17_06_33_104.jpg;0;0;0;0;99.66999;85.58897;0.0002319564;56.34417;2.030976E-06
IMG/robocam_2018_02_19_17_06_33_174.jpg;0;0;0;0;99.66999;85.58897;0.0002322628;56.34417;2.12366E-06
IMG/robocam_2018_02_19_17_06_33_219.jpg;0;0;0;0;99.66999;85.58897;0.0002324671;56.34417;2.18545E-06
IMG/robocam_2018_02_19_17_06_33_309.jpg;0;0;0;0;99.66999;85.58897;0.0002324671;56.34417;2.18545E-06
IMG/robocam_2018_02_19_17_06_33_358.jpg;0;0;0;0;99.66999;85.58897;0.0002326715;56.34417;2.247246E-06
IMG/robocam_2018_02_19_17_06_33_406.jpg;0;0;0;0;99.66999;85.58897;0.0002329933;56.34417;2.28885E-06
IMG/robocam_2018_02_19_17_06_33_472.jpg;2.891579;0;0;0;99.66999;85.58897;0.0002338636;56.86467;-4.058342E-07
IMG/robocam_2018_02_19_17_06_33_558.jpg;4.670398;0;0;0;99.66999;85.58897;0.0002359358;58.24568;-5.624332E-06
IMG/robocam_2018_02_19_17_06_33_609.jpg;1.695356;0;0;0;99.66999;85.58897;0.0002365927;58.5509;-6.673109E-06
IMG/robocam_2018_02_19_17_06_33_659.jpg;-1.353178;0;0;0;99.66999;85.58897;0.0002369659;58.38855;-5.73575E-06
IMG/robocam_2018_02_19_17_06_33_709.jpg;0;0;0;0;99.66999;85.58897;0.0002371267;58.38855;-5.912052E-06
IMG/robocam_2018_02_19_17_06_33_762.jpg;0;0;0;0;99.66999;85.58897;0.0002373611;58.38855;-5.9566E-06
IMG/robocam_2018_02_19_17_06_33_811.jpg;0;0;0;0;99.66999;85.58897;0.0002377128;58.38855;-6.023431E-06
IMG/robocam_2018_02_19_17_06_33_865.jpg;0;0;0;0;99.66999;85.58897;0.0002379327;58.38855;-6.016637E-06
IMG/robocam_2018_02_19_17_06_33_913.jpg;0;0;0;0;99.66999;85.58897;0.0002382407;58.38855;-5.929431E-06
IMG/robocam_2018_02_19_17_06_33_963.jpg;0;0;0;0;99.66999;85.58897;0.0002384316;58.38855;-5.819954E-06
IMG/robocam_2018_02_19_17_06_34_017.jpg;0;0;0;0;99.66999;85.58897;0.0002386961;58.38855;-5.57871E-06
IMG/robocam_2018_02_19_17_06_34_068.jpg;0;0;0;0;99.66999;85.58897;0.000238946;58.38855;-5.286131E-06
IMG/robocam_2018_02_19_17_06_34_117.jpg;0;0;0;0;99.66999;85.58897;0.0002390932;58.38855;-5.022623E-06
IMG/robocam_2018_02_19_17_06_34_167.jpg;0;0;0;0;99.66999;85.58897;0.0002390941;58.38855;-4.634147E-06
IMG/robocam_2018_02_19_17_06_34_218.jpg;0;0;0;0;99.66999;85.58897;0.0002390069;58.38855;-4.326092E-06
IMG/robocam_2018_02_19_17_06_34_268.jpg;0;0;0;0;99.66999;85.58897;0.0002388761;58.38855;-3.863998E-06
IMG/robocam_2018_02_19_17_06_34_327.jpg;0;0;0;0;99.66999;85.58897;0.0002387017;58.38855;-3.247879E-06
IMG/robocam_2018_02_19_17_06_34_397.jpg;0;0;0;0;99.66999;85.58897;0.0002385273;58.38855;-2.63176E-06
IMG/robocam_2018_02_19_17_06_34_462.jpg;0;0;0;0;99.66999;85.58897;0.0002383529;58.38855;-2.015642E-06
IMG/robocam_2018_02_19_17_06_34_529.jpg;0;0;0;0;99.66999;85.58897;0.0002380767;58.38855;-1.04012E-06
IMG/robocam_2018_02_19_17_06_34_593.jpg;0;0;0;0;99.66999;85.58897;0.0002377561;58.38855;-2.990344E-07
IMG/robocam_2018_02_19_17_06_34_655.jpg;0;0;0;0;99.66999;85.58897;0.0002372736;58.38855;2.298842E-07
IMG/robocam_2018_02_19_17_06_34_730.jpg;0;0;0;0;99.66999;85.58897;0.0002366303;58.38855;9.351045E-07
IMG/robocam_2018_02_19_17_06_34_771.jpg;0;0;0;0;99.66999;85.58897;0.0002363087;58.38855;1.287708E-06
IMG/robocam_2018_02_19_17_06_34_818.jpg;0;0;0;0;99.66999;85.58897;0.000235987;58.38855;1.640318E-06
IMG/robocam_2018_02_19_17_06_34_868.jpg;0;0;0;0;99.66999;85.58897;0.0002355481;58.38855;2.015206E-06
IMG/robocam_2018_02_19_17_06_34_921.jpg;0;0;0;0;99.66999;85.58897;0.0002354019;58.38855;2.140166E-06
IMG/robocam_2018_02_19_17_06_34_968.jpg;0;0.1568881;0;0;99.67039;85.58961;0.01643091;58.38788;1.833446E-06
IMG/robocam_2018_02_19_17_06_35_017.jpg;0;0.2999879;0;0.02448989;99.67091;85.59045;0.03720078;58.32121;-1.255481E-05
IMG/robocam_2018_02_19_17_06_35_064.jpg;0;0.4475251;0;0.02353152;99.67161;85.59158;0.06396914;58.30363;3.839816E-05
IMG/robocam_2018_02_19_17_06_35_115.jpg;0;0.5892152;0;0.02072888;99.67435;85.59602;0.1703699;58.21133;0.0003547745
IMG/robocam_2018_02_19_17_06_35_165.jpg;0;0.7416211;0;0.06710374;99.67837;85.60252;0.3192594;58.19756;0.0004826497
IMG/robocam_2018_02_19_17_06_35_212.jpg;0;0.8922479;0;0.0925048;99.68209;85.60848;0.4467656;58.15284;-0.0006284499
IMG/robocam_2018_02_19_17_06_35_263.jpg;0;1;0;0.1262072;99.68653;85.61565;0.5845603;58.17457;-0.0003337495
IMG/robocam_2018_02_19_17_06_35_316.jpg;0;1;0;0.1588745;99.69452;85.62849;0.8080351;58.26096;-0.001599103
IMG/robocam_2018_02_19_17_06_35_366.jpg;0;1;0;0.2129605;99.70469;85.64494;1.069313;58.44838;-0.002150176
IMG/robocam_2018_02_19_17_06_35_417.jpg;0;1;0;0.2609067;99.71213;85.65701;1.233982;58.47189;-0.0009527921
IMG/robocam_2018_02_19_17_06_35_470.jpg;0;1;0;0.2847075;99.72393;85.67514;1.328102;58.61479;359.994
IMG/robocam_2018_02_19_17_06_35_520.jpg;0;1;0;0.3441552;99.73109;85.68631;1.222369;58.6354;0.0004283717
IMG/robocam_2018_02_19_17_06_35_569.jpg;0;1;0;0.4000028;99.74343;85.70617;1.097462;58.4819;0.001813535
IMG/robocam_2018_02_19_17_06_35_622.jpg;0;1;0;0.4503629;99.75262;85.72105;1.046542;58.46018;8.288323E-05
IMG/robocam_2018_02_19_17_06_35_676.jpg;0;1;0;0.4663997;99.76876;85.74718;1.049758;58.46962;-0.000687243
IMG/robocam_2018_02_19_17_06_35_724.jpg;0;1;0;0.5237556;99.78053;85.7663;1.078522;58.55391;-0.001040668
IMG/robocam_2018_02_19_17_06_35_774.jpg;0;1;0;0.5657104;99.79956;85.79719;1.14985;58.57492;-0.0004236904
IMG/robocam_2018_02_19_17_06_35_829.jpg;0;1;0;0.6012837;99.81966;85.8298;1.214185;58.56625;-0.0006355903
IMG/robocam_2018_02_19_17_06_35_879.jpg;0;1;0;0.6392114;99.83389;85.85295;1.244135;58.6491;-0.001931478
IMG/robocam_2018_02_19_17_06_35_930.jpg;0;1;0;0.6676911;99.8561;85.88906;1.234439;58.67519;-0.001200364
IMG/robocam_2018_02_19_17_06_35_978.jpg;0;1;0;0.7212821;99.87214;85.91512;1.233852;58.62419;-0.000253336
IMG/robocam_2018_02_19_17_06_36_040.jpg;0;1;0;0.7758619;99.89704;85.95558;1.205182;58.69144;-0.00206747
IMG/robocam_2018_02_19_17_06_36_081.jpg;0;1;0;0.8161019;99.91441;85.98393;1.187289;58.73022;-0.0006566395
IMG/robocam_2018_02_19_17_06_36_131.jpg;0;1;0;0.8417591;99.94233;86.02959;1.211028;58.81251;-0.0008974631
IMG/robocam_2018_02_19_17_06_36_182.jpg;0;1;0;0.9072487;99.96184;86.06152;1.228871;58.78555;-0.0008062811
IMG/robocam_2018_02_19_17_06_36_240.jpg;0;1;0;0.9405106;99.99235;86.11145;1.244895;58.77725;-0.0009073219
IMG/robocam_2018_02_19_17_06_36_282.jpg;0;1;0;0.9843371;100.0135;86.14598;1.244268;58.77247;-0.000909857
IMG/robocam_2018_02_19_17_06_36_335.jpg;0;1;0;1.016877;100.0463;86.19967;1.229157;58.76481;-0.0009008585
IMG/robocam_2018_02_19_17_06_36_382.jpg;0;1;0;1.07063;100.0689;86.23659;1.213532;58.7608;-0.0004283703
IMG/robocam_2018_02_19_17_06_36_436.jpg;0;1;0;1.094754;100.1043;86.29446;1.220444;58.78697;-0.001258641
IMG/robocam_2018_02_19_17_06_36_483.jpg;0;1;0;1.14219;100.1287;86.3344;1.225864;58.77663;-0.0005776834
IMG/robocam_2018_02_19_17_06_36_534.jpg;0;1;0;1.176848;100.1665;86.39608;1.225382;58.73975;-0.0007505318
IMG/robocam_2018_02_19_17_06_36_584.jpg;0;1;0;1.219375;100.1925;86.43864;1.228718;58.70837;-0.0006471225
IMG/robocam_2018_02_19_17_06_36_635.jpg;0;1;0;1.252427;100.2328;86.50439;1.232786;58.68818;-0.0009049695
IMG/robocam_2018_02_19_17_06_36_694.jpg;0;1;0;1.298381;100.2746;86.57259;1.237775;58.66282;-0.0008788448
IMG/robocam_2018_02_19_17_06_36_734.jpg;0;1;0;1.346335;100.3033;86.61936;1.23867;58.64859;-0.0007588352
IMG/robocam_2018_02_19_17_06_36_784.jpg;0;1;0;1.379899;100.3327;86.66726;1.244523;58.63764;-0.000897341
IMG/robocam_2018_02_19_17_06_36_837.jpg;0;1;0;1.409703;100.3781;86.741;1.246557;58.62409;-0.0008562174
IMG/robocam_2018_02_19_17_06_36_890.jpg;0;0.8415909;0;1.458168;100.4248;86.81687;1.245434;58.61042;-0.0009047869
IMG/robocam_2018_02_19_17_06_36_939.jpg;0;0.6850929;0;1.497367;100.4565;86.86846;1.245478;58.60578;-0.0005439823
IMG/robocam_2018_02_19_17_06_36_991.jpg;0;0.536407;0;1.518969;100.5048;86.94692;1.247744;58.5976;-0.0004434003
IMG/robocam_2018_02_19_17_06_37_046.jpg;0;0.3835179;0;1.541651;100.5536;87.0261;1.238774;58.58825;-0.0004183934
IMG/robocam_2018_02_19_17_06_37_092.jpg;0;0.2168171;0;1.556748;100.5862;87.07898;1.219973;58.58193;-0.0003683801
IMG/robocam_2018_02_19_17_06_37_138.jpg;0;0.07672;0;1.561426;100.6187;87.13166;1.18552;58.57563;-0.0003170313
IMG/robocam_2018_02_19_17_06_37_201.jpg;0;0;0;1.561331;100.667;87.21007;1.102602;58.56641;-0.0002281599
IMG/robocam_2018_02_19_17_06_37_243.jpg;0;0;0;1.557187;100.699;87.26194;1.02927;58.56044;-0.0001392676
IMG/robocam_2018_02_19_17_06_37_294.jpg;0;0;0;1.554045;100.7466;87.33923;0.8989825;58.5518;0.0002209678
IMG/robocam_2018_02_19_17_06_37_343.jpg;0;0;0;1.549293;100.7782;87.39047;0.8020334;58.5472;0.002737359
IMG/robocam_2018_02_19_17_06_37_407.jpg;0;0;0;1.546092;100.8409;87.49252;0.5935127;58.54254;0.01622929
IMG/robocam_2018_02_19_17_06_37_447.jpg;-3.786535;0.1893268;0;1.539616;100.8731;87.54285;0.4896634;58.36764;0.001121993
IMG/robocam_2018_02_19_17_06_37_499.jpg;-6.22452;0.311226;0;1.540679;100.9066;87.5928;0.3927389;58.02027;359.9609
IMG/robocam_2018_02_19_17_06_37_549.jpg;-9.329696;0.4664848;0;1.545909;100.9594;87.66715;0.270128;57.17912;359.8516
IMG/robocam_2018_02_19_17_06_37_599.jpg;-12.28032;0.6140159;0;1.560418;100.9966;87.71641;0.2048124;56.43089;359.7506
IMG/robocam_2018_02_19_17_06_37_650.jpg;-15;0.767031;0;1.573465;101.0559;87.78969;0.1348745;55.00667;359.5555
IMG/robocam_2018_02_19_17_06_37_703.jpg;-12.01176;0.9164429;0;1.60009;101.0968;87.83957;0.1188357;54.13125;359.4377
IMG/robocam_2018_02_19_17_06_37_751.jpg;-8.776381;1;0;1.627367;101.1599;87.91701;0.1488706;53.11029;359.3032
IMG/robocam_2018_02_19_17_06_37_811.jpg;-5.952001;1;0;1.672646;101.2251;87.99742;0.2346358;52.37419;359.2165
IMG/robocam_2018_02_19_17_06_37_853.jpg;-2.354164;1;0;1.717721;101.2692;88.053;0.3152887;52.10427;359.2
IMG/robocam_2018_02_19_17_06_37_903.jpg;0.1846218;1;0;1.74704;101.3133;88.11024;0.4002903;52.03871;359.2308
IMG/robocam_2018_02_19_17_06_37_951.jpg;0;1;0;1.77628;101.3803;88.19792;0.5137176;52.03535;359.3416
IMG/robocam_2018_02_19_17_06_38_005.jpg;0;1;0;1.821736;101.4262;88.25748;0.5915682;52.04108;359.4374
IMG/robocam_2018_02_19_17_06_38_076.jpg;0;1;0;1.852163;101.5208;88.37975;0.7923701;52.05389;359.6409
IMG/robocam_2018_02_19_17_06_38_155.jpg;0;0.8935027;0;1.940593;101.6191;88.50647;1.055489;52.07117;359.8452
IMG/robocam_2018_02_19_17_06_38_210.jpg;0;0.760669;0;1.966539;101.6942;88.60358;1.256067;52.08765;-0.002110449
IMG/robocam_2018_02_19_17_06_38_257.jpg;0;0.597379;0;1.999017;101.7454;88.66769;1.344647;52.07011;0.02265661
IMG/robocam_2018_02_19_17_06_38_309.jpg;-2.856359;0.454561;0;2.015399;101.8225;88.76171;1.325201;51.8254;0.0002484345
IMG/robocam_2018_02_19_17_06_38_357.jpg;-5.904243;0.3021668;0;2.037736;101.8741;88.82359;1.259411;51.45737;0.002180611
IMG/robocam_2018_02_19_17_06_38_406.jpg;-8.86086;0.154336;0;2.044447;101.9536;88.91417;1.132425;50.5356;359.9707
IMG/robocam_2018_02_19_17_06_38_458.jpg;-11.79462;0.007647753;0;2.043779;102.0079;88.9725;1.02229;49.70559;359.9053
IMG/robocam_2018_02_19_17_06_38_513.jpg;-14.94864;0;0;2.037333;102.0917;89.05589;0.8133751;48.09663;359.7286
IMG/robocam_2018_02_19_17_06_38_559.jpg;-15;0;0;2.025259;102.1485;89.10948;0.6542308;46.96296;359.5801
IMG/robocam_2018_02_19_17_06_38_613.jpg;-15;0;0;2.019056;102.235;89.18714;0.3946562;45.26017;359.3229
IMG/robocam_2018_02_19_17_06_38_658.jpg;-15;0.160473;0;2.009789;102.2936;89.23725;0.2154241;44.13039;359.1332
IMG/robocam_2018_02_19_17_06_38_713.jpg;-15;0.2949332;0;2.007619;102.3831;89.31052;359.9485;42.44341;358.8447
IMG/robocam_2018_02_19_17_06_38_759.jpg;-15;0.4593902;0;2.01157;102.444;89.35997;359.8424;41.37695;358.7314
IMG/robocam_2018_02_19_17_06_38_809.jpg;-15;0.5994033;0;2.016038;102.5389;89.43613;359.8925;39.87751;358.7594
IMG/robocam_2018_02_19_17_06_38_858.jpg;-15;0.7483381;0;2.028127;102.6054;89.48592;0.004458886;38.78351;358.8182
IMG/robocam_2018_02_19_17_06_38_910.jpg;-12.03594;0.8965412;0;2.048518;102.7078;89.55856;0.1148275;37.21553;358.95
IMG/robocam_2018_02_19_17_06_38_961.jpg;-8.988361;1;0;2.085191;102.7779;89.60665;0.1728237;36.34439;359.0514
IMG/robocam_2018_02_19_17_06_39_012.jpg;-5.867944;1;0;2.116199;102.8857;89.67995;0.2874508;35.4302;359.2145
IMG/robocam_2018_02_19_17_06_39_062.jpg;-2.848978;1;0;2.161303;102.9593;89.73011;0.3932524;35.06184;359.3308
IMG/robocam_2018_02_19_17_06_39_114.jpg;0;1;0;2.189877;103.0712;89.80816;0.5911314;34.91189;359.5353
IMG/robocam_2018_02_19_17_06_39_163.jpg;0;1;0;2.231691;103.1472;89.86133;0.7448094;34.897;359.6718
IMG/robocam_2018_02_19_17_06_39_215.jpg;0;1;0;2.259881;103.2633;89.94258;0.9985669;34.90253;359.873
IMG/robocam_2018_02_19_17_06_39_264.jpg;0;1;0;2.302191;103.342;89.99773;1.178024;34.91327;0.004095511
IMG/robocam_2018_02_19_17_06_39_319.jpg;0;1;0;2.330423;103.462;90.07923;1.37987;34.88272;0.05748904
IMG/robocam_2018_02_19_17_06_39_365.jpg;3.250079;1;0;2.372514;103.5409;90.13335;1.379945;35.04523;0.02844611
IMG/robocam_2018_02_19_17_06_39_420.jpg;6.003356;1;0;2.397071;103.6577;90.2184;1.291663;35.73555;359.9939
IMG/robocam_2018_02_19_17_06_39_469.jpg;9.29796;1;0;2.450563;103.7737;90.30981;1.236767;36.8373;0.06148519
IMG/robocam_2018_02_19_17_06_39_521.jpg;12.27258;1;0;2.489465;103.8502;90.37363;1.195492;37.81236;0.1403334
IMG/robocam_2018_02_19_17_06_39_570.jpg;9.131641;1;0;2.513071;103.9654;90.47131;1.107247;39.17306;0.2238839
IMG/robocam_2018_02_19_17_06_39_672.jpg;4.079282;1;0;2.586466;104.1602;90.63938;0.9480375;40.62172;0.2912421
IMG/robocam_2018_02_19_17_06_39_721.jpg;0.09924173;1;0;2.630217;104.2403;90.70814;0.9196562;40.81332;0.3003686
IMG/robocam_2018_02_19_17_06_39_779.jpg;0;1;0;2.657784;104.3627;90.81288;0.9175436;40.88086;0.2978484
IMG/robocam_2018_02_19_17_06_39_829.jpg;0;1;0;2.698935;104.4875;90.91975;0.9577481;40.87816;0.2811749
IMG/robocam_2018_02_19_17_06_39_880.jpg;0;1;0;2.740031;104.572;90.99191;0.9956791;40.86106;0.2527085
IMG/robocam_2018_02_19_17_06_39_932.jpg;0;1;0;2.767045;104.7006;91.10175;1.072816;40.83708;0.1951364
IMG/robocam_2018_02_19_17_06_39_982.jpg;0;1;0;2.808912;104.7875;91.17596;1.133692;40.81839;0.1459721
IMG/robocam_2018_02_19_17_06_40_057.jpg;0;1;0;2.836326;104.9641;91.32678;1.281644;40.78056;0.03494906
IMG/robocam_2018_02_19_17_06_40_131.jpg;0;1;0;2.91761;105.1429;91.48096;1.393379;40.7767;-0.003480957
IMG/robocam_2018_02_19_17_06_40_195.jpg;0;1;0;2.945562;105.278;91.59747;1.383831;40.76324;-0.001729823
IMG/robocam_2018_02_19_17_06_40_283.jpg;-6.1257;1;0;3.01811;105.4636;91.75198;1.352952;40.13147;0.0006885469
IMG/robocam_2018_02_19_17_06_40_335.jpg;-3.116877;1;0;3.043715;105.6063;91.86868;1.352368;39.57053;-0.0001303969
IMG/robocam_2018_02_19_17_06_40_383.jpg;-0.07475853;1;0;3.084417;105.7024;91.94768;1.363556;39.39586;-0.001484973
IMG/robocam_2018_02_19_17_06_40_454.jpg;0;1;0;3.137136;105.8971;92.10755;1.377277;39.28836;-0.001921386
IMG/robocam_2018_02_19_17_06_40_534.jpg;0;1;0;3.165858;106.0955;92.26955;1.380941;39.2633;-0.002521873
IMG/robocam_2018_02_19_17_06_40_586.jpg;0;1;0;3.219459;106.2467;92.39272;1.387982;39.25654;-0.002308481
IMG/robocam_2018_02_19_17_06_40_635.jpg;0;1;0;3.259749;106.3486;92.47556;1.388427;39.25223;-0.002179203
IMG/robocam_2018_02_19_17_06_40_691.jpg;0;1;0;3.28675;106.503;92.601;1.391463;39.24441;-0.001813149
IMG/robocam_2018_02_19_17_06_40_734.jpg;0;1;0;3.326809;106.6071;92.68538;1.391495;39.23652;-0.001704101
IMG/robocam_2018_02_19_17_06_40_787.jpg;0;1;0;3.353659;106.7648;92.81318;1.396495;39.22253;-0.001607386
IMG/robocam_2018_02_19_17_06_40_836.jpg;0;1;0;3.393539;106.8711;92.89918;1.399123;39.21383;-0.001144932
IMG/robocam_2018_02_19_17_06_40_937.jpg;0;1;0;3.446616;107.1403;93.11692;1.403636;39.18642;-0.001497702
IMG/robocam_2018_02_19_17_06_40_990.jpg;0;1;0;3.486189;107.3044;93.24951;1.407913;39.16962;-0.001512116
IMG/robocam_2018_02_19_17_06_41_064.jpg;0;1;0;3.525639;107.4703;93.38352;1.409508;39.15401;-0.001164419
IMG/robocam_2018_02_19_17_06_41_139.jpg;0;1;0;3.59172;107.6945;93.56444;1.415408;39.12915;-0.001647912
IMG/robocam_2018_02_19_17_06_41_184.jpg;0;1;0;3.617306;107.8079;93.65585;1.416749;39.11903;-0.001195221
IMG/robocam_2018_02_19_17_06_41_242.jpg;0;1;0;3.643951;107.9794;93.79413;1.421402;39.09993;-0.001570947
IMG/robocam_2018_02_19_17_06_41_321.jpg;0;1;0;3.708689;108.2111;93.98067;1.423957;39.07547;-0.00168603
IMG/robocam_2018_02_19_17_06_41_386.jpg;-2.525883;1;0;3.734031;108.4471;94.16834;1.427919;38.74468;-0.0006492296
IMG/robocam_2018_02_19_17_06_41_457.jpg;-4.292042;1;0;3.797649;108.6277;94.30865;1.42352;38.15866;0.0004115925
IMG/robocam_2018_02_19_17_06_41_539.jpg;-2.149322;1;0;3.823335;108.872;94.49696;1.421239;37.5645;-0.001406331
IMG/robocam_2018_02_19_17_06_41_609.jpg;-9.072725;1;0;3.897413;109.1231;94.68217;1.395022;36.3828;359.9674
IMG/robocam_2018_02_19_17_06_41_658.jpg;-6.931086;1;0;3.920774;109.251;94.77322;1.359792;35.64219;359.9297
IMG/robocam_2018_02_19_17_06_41_711.jpg;-4.00255;1;0;3.946199;109.4449;94.90968;1.286365;34.78942;359.8824
IMG/robocam_2018_02_19_17_06_41_794.jpg;-7.207632;1;0;3.984739;109.7095;95.08736;1.144221;33.48158;359.7609
IMG/robocam_2018_02_19_17_06_41_861.jpg;-14.17375;1;0;4.053365;109.9134;95.21423;0.9745565;31.93166;359.5936
IMG/robocam_2018_02_19_17_06_41_910.jpg;-12.07945;1;0;4.062804;110.1212;95.33554;0.7256823;30.08296;359.4012
IMG/robocam_2018_02_19_17_06_41_962.jpg;-9.217629;1;0;4.097589;110.262;95.41392;0.540511;28.96871;359.2563
IMG/robocam_2018_02_19_17_06_42_012.jpg;-6.087906;1;0;4.12148;110.4762;95.52938;0.2520864;27.70372;359.048
IMG/robocam_2018_02_19_17_06_42_104.jpg;-3.13267;1;0;4.157471;110.7679;95.68144;359.9248;26.7305;358.8352
IMG/robocam_2018_02_19_17_06_42_148.jpg;0;1;0;4.203627;110.9921;95.79807;359.8983;26.48837;358.8548
IMG/robocam_2018_02_19_17_06_42_206.jpg;0;1;0;4.230612;111.2212;95.91579;0.01182444;26.41519;358.9735
IMG/robocam_2018_02_19_17_06_42_277.jpg;0;1;0;4.283129;111.4532;96.03267;0.1335723;26.39567;359.0794
IMG/robocam_2018_02_19_17_06_42_356.jpg;0;1;0;4.306714;111.7669;96.18945;0.3495824;26.39919;359.2329
IMG/robocam_2018_02_19_17_06_42_411.jpg;0;1;0;4.353831;112.0048;96.30828;0.5392622;26.41393;359.3695
IMG/robocam_2018_02_19_17_06_42_509.jpg;0;1;0;4.412744;112.4061;96.50893;0.8914475;26.45253;359.6264
IMG/robocam_2018_02_19_17_06_42_580.jpg;5.905623;1;0;4.458992;112.6482;96.63361;1.121826;26.88131;359.8421
IMG/robocam_2018_02_19_17_06_42_670.jpg;5.737495;1;0;4.50279;113.0516;96.84828;1.433684;28.3484;0.1396864
IMG/robocam_2018_02_19_17_06_42_719.jpg;2.609818;1;0;4.535577;113.2126;96.93343;1.435961;28.81905;0.1412019
IMG/robocam_2018_02_19_17_06_42_770.jpg;0;1;0;4.556224;113.4545;97.06188;1.349913;29.26614;0.06428058
IMG/robocam_2018_02_19_17_06_42_820.jpg;0;1;0;4.603288;113.6161;97.15011;1.304693;29.39185;0.05348293
IMG/robocam_2018_02_19_17_06_42_873.jpg;0;1;0;4.626432;113.8596;97.2847;1.256774;29.44983;0.06240677
IMG/robocam_2018_02_19_17_06_42_927.jpg;0;1;0;4.661191;114.105;97.42105;1.231654;29.44421;0.07470651
IMG/robocam_2018_02_19_17_06_42_973.jpg;0;1;0;4.695887;114.2698;97.5127;1.226817;29.42625;0.07819004
IMG/robocam_2018_02_19_17_06_43_103.jpg;0;1;0;4.718955;114.7697;97.7906;1.26372;29.34864;0.05109328
IMG/robocam_2018_02_19_17_06_43_172.jpg;0;1;0;4.810688;115.1077;97.9781;1.325013;29.2897;8.609408E-05
IMG/robocam_2018_02_19_17_06_43_217.jpg;0;1;0;4.833427;115.2778;98.07293;1.361488;29.27336;-0.002350569
IMG/robocam_2018_02_19_17_06_43_288.jpg;0;1;0;4.878839;115.6206;98.26392;1.441462;29.24462;-0.002155874
IMG/robocam_2018_02_19_17_06_43_328.jpg;0;1;0;4.901646;115.7932;98.35996;1.482615;29.22903;-0.002041683
IMG/robocam_2018_02_19_17_06_43_381.jpg;0;1;0;4.92443;115.9668;98.45635;1.523549;29.21202;-0.001928716
IMG/robocam_2018_02_19_17_06_43_429.jpg;0;1;0;4.947193;116.2281;98.60125;1.543578;29.18227;-0.002145031
